Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
SPR,18.8,Call,20.00,10/16/20,164,4.50,4.65,4.80,4.80,1002,196,5.11,105.09%,05/05/20
DFS,41.1,Put,40.00,05/15/20,10,1.35,1.43,1.50,1.45,1589,311,5.11,73.15%,05/05/20
CCJ,10.96,Call,13.00,06/19/20,45,0.20,0.23,0.25,0.22,2109,413,5.11,53.10%,05/05/20
TMUS,88.97,Call,91.00,05/08/20,3,1.24,1.43,1.61,1.31,732,145,5.05,66.76%,05/05/20
XOM,44.83,Call,47.00,05/08/20,3,0.17,0.19,0.20,0.21,7282,1442,5.05,54.89%,05/05/20
UPS,92.71,Put,92.00,05/15/20,10,1.56,1.96,2.35,1.83,514,102,5.04,35.78%,05/05/20
LYFT,26.68,Call,27.50,05/08/20,3,1.31,1.34,1.36,1.28,1196,238,5.03,169.26%,05/05/20
NVDA,293.74,Put,292.50,05/08/20,3,4.35,4.55,4.75,4.50,906,181,5.01,48.21%,05/05/20
SPG,60.55,Put,45.00,07/17/20,73,2.67,2.89,3.10,2.80,1900,379,5.01,90.74%,05/05/20
HTZ,3.01,Call,3.50,05/15/20,10,0.30,0.35,0.40,0.33,2150,430,5,253.37%,05/05/20
TSN,56.99,Call,56.00,05/15/20,10,2.10,2.23,2.35,2.25,617,125,4.94,45.52%,05/05/20
PAAS,22.24,Put,20.00,05/15/20,10,0.35,0.4,0.45,0.39,3208,650,4.94,85.59%,05/05/20
TSLA,768.21,Call,795.00,05/08/20,3,9.80,10.43,11.05,9.90,2776,565,4.91,72.72%,05/05/20
COP,40.92,Call,43.00,06/19/20,45,2.13,2.23,2.33,2.30,1128,231,4.88,54.67%,05/05/20
BYND,100.16,Call,101.00,05/08/20,3,6.25,6.48,6.70,6.31,1029,213,4.83,184.86%,05/05/20
MRVL,26.27,Put,26.50,05/08/20,3,0.38,0.52,0.65,0.57,1902,394,4.83,46.88%,05/05/20
UBER,28.07,Put,26.00,05/15/20,10,1.09,1.11,1.13,1.11,5256,1088,4.83,111.04%,05/05/20
AZN,53.47,Call,52.50,06/19/20,45,2.60,2.68,2.75,2.65,960,199,4.82,28.06%,05/05/20
NYT,33.36,Put,33.00,05/15/20,10,1.65,2.08,2.50,1.75,548,114,4.81,88.20%,05/05/20
BSM,6.13,Call,10.00,07/17/20,73,0.05,0.08,0.10,0.10,1210,252,4.8,78.01%,05/05/20
LUV,26.42,Call,28.00,05/15/20,10,0.55,0.6,0.65,0.70,2429,509,4.77,74.73%,05/05/20
COMM,10.16,Call,11.00,08/21/20,108,1.15,1.53,1.90,1.20,533,112,4.76,68.79%,05/05/20
PYPL,125.43,Call,129.00,05/08/20,3,1.62,1.79,1.96,1.88,595,125,4.76,73.12%,05/05/20
SQ,66.69,Put,65.00,05/08/20,3,1.74,1.87,2.00,1.71,1815,381,4.76,103.61%,05/05/20
BA,125.4,Put,127.00,05/15/20,10,7.15,7.43,7.70,7.65,599,126,4.75,82.22%,05/05/20
MSFT,180.76,Put,182.50,05/15/20,10,4.55,4.7,4.85,4.60,1781,376,4.74,30.88%,05/05/20
PSTI,9.38,Call,5.00,06/19/20,45,4.40,4.6,4.80,5.00,500,106,4.72,223.35%,05/05/20
ATVI,68.53,Call,76.00,05/08/20,3,0.50,0.58,0.65,0.60,717,152,4.72,112.67%,05/05/20
WPM,42.57,Put,40.00,06/19/20,45,1.80,1.85,1.90,1.88,943,200,4.72,52.29%,05/05/20
PTON,36.22,Put,35.00,05/08/20,3,2.31,2.34,2.38,2.31,1079,229,4.71,224.08%,05/05/20
BA,125.4,Call,128.00,05/08/20,3,2.83,2.87,2.90,2.86,2193,466,4.71,87.79%,05/05/20
PG,116.01,Call,118.00,05/15/20,10,1.26,1.3,1.34,1.39,1037,221,4.69,28.87%,05/05/20
CIEN,47.3,Put,42.00,05/22/20,17,0.27,0.35,0.43,0.39,500,107,4.67,53.02%,05/05/20
DIS,101.06,Put,91.00,05/08/20,3,0.63,0.64,0.65,0.62,2997,642,4.67,104.86%,05/05/20
TSLA,768.21,Call,790.00,05/08/20,3,11.25,11.85,12.45,11.87,5295,1135,4.67,74.40%,05/05/20
ACB,0.699,Call,1.50,12/18/20,227,0.10,0.12,0.14,0.13,839,180,4.66,129.93%,05/05/20
ATVI,68.53,Put,64.00,05/08/20,3,0.43,0.54,0.64,0.53,3655,785,4.66,85.44%,05/05/20
RSG,77.48,Call,80.00,05/15/20,10,0.85,0.98,1.10,1.00,958,207,4.63,38.56%,05/05/20
STNG,21.25,Call,28.00,06/19/20,45,2.20,2.35,2.50,2.32,934,202,4.62,146.70%,05/05/20
TSLA,768.21,Put,740.00,05/08/20,3,9.75,9.98,10.20,10.00,5227,1135,4.61,77.80%,05/05/20
NFLX,424.68,Call,435.00,05/08/20,3,3.20,3.43,3.65,3.40,9190,1995,4.61,47.83%,05/05/20
EA,119.61,Call,130.00,05/15/20,10,1.15,1.23,1.32,1.19,1427,310,4.6,56.34%,05/05/20
INTC,58.75,Call,52.50,05/15/20,10,6.15,6.25,6.35,6.33,16581,3603,4.6,39.34%,05/05/20
AMZN,2317.8,Call,2335.00,05/08/20,3,13.90,16.83,19.75,19.75,896,195,4.59,32.56%,05/05/20
BYND,100.16,Put,82.00,05/08/20,3,0.70,0.83,0.95,0.81,1286,280,4.59,181.70%,05/05/20
ET,8.22,Call,7.00,05/08/20,3,1.21,1.21,1.22,1.20,6290,1373,4.58,34.37%,05/05/20
ATVI,68.53,Put,66.00,05/15/20,10,1.27,1.43,1.59,1.47,621,136,4.57,57.35%,05/05/20
EA,119.61,Call,140.00,05/08/20,3,0.17,0.24,0.30,0.34,766,168,4.56,111.74%,05/05/20
DIS,101.06,Put,97.00,05/08/20,3,1.85,1.9,1.95,1.95,3012,661,4.56,101.34%,05/05/20
RESN,2.52,Call,2.50,05/15/20,10,0.20,0.25,0.30,0.25,973,214,4.55,144.81%,05/05/20
CLVS,7.71,Call,8.50,05/08/20,3,0.35,0.4,0.45,0.40,2133,471,4.53,248.90%,05/05/20
AAPL,297.56,Call,300.00,05/08/20,3,2.10,2.16,2.22,2.16,68940,15216,4.53,29.82%,05/05/20
LYFT,26.68,Put,26.50,05/15/20,10,2.06,2.09,2.12,2.08,618,137,4.51,124.03%,05/05/20
ATVI,68.53,Call,69.00,05/08/20,3,2.12,2.14,2.15,2.13,4093,910,4.5,94.68%,05/05/20
TEAM,169.58,Call,175.00,05/15/20,10,2.85,3.03,3.20,3.10,1927,429,4.49,47.12%,05/05/20
GE,6.2,Call,8.00,10/16/20,164,0.42,0.44,0.46,0.42,12121,2700,4.49,57.56%,05/05/20
TSLA,768.21,Call,770.00,05/15/20,10,37.45,38.18,38.90,38.00,2618,584,4.48,76.37%,05/05/20
AAPL,297.56,Put,297.50,05/08/20,3,3.50,3.73,3.95,3.85,15180,3388,4.48,36.21%,05/05/20
CORT,13.24,Call,35.00,01/15/21,255,0.10,0.22,0.35,0.25,501,112,4.47,69.82%,05/05/20
WEN,18.81,Put,18.00,01/15/21,255,3.00,3.2,3.40,3.53,589,132,4.46,66.30%,05/05/20
GOOG,1351.11,Call,1360.00,05/08/20,3,10.10,12,13.90,12.24,624,140,4.46,33.12%,05/05/20
SHOP,686.11,Call,900.00,05/08/20,3,1.00,1.08,1.15,1.27,1096,246,4.46,158.16%,05/05/20
DIS,101.06,Call,102.00,05/08/20,3,3.10,3.15,3.20,3.14,4041,911,4.44,97.67%,05/05/20
FB,207.07,Put,210.00,05/08/20,3,4.30,4.57,4.85,4.55,3983,900,4.43,37.99%,05/05/20
NEM,64.91,Call,63.00,05/08/20,3,2.11,2.29,2.47,2.30,1590,360,4.42,46.79%,05/05/20
FCX,8.8,Put,9.00,05/29/20,24,0.68,0.72,0.75,0.71,545,124,4.4,67.01%,05/05/20
MTCH,80.1,Put,45.00,06/19/20,45,0.25,0.33,0.40,0.31,760,173,4.39,93.69%,05/05/20
INTC,58.75,Call,47.50,05/15/20,10,11.15,11.3,11.45,11.39,1978,451,4.39,75.91%,05/05/20
MVIS,1.3,Call,5.00,05/15/20,10,0.05,0.1,0.15,0.15,2898,663,4.37,0.00%,05/05/20
DIS,101.06,Call,103.00,05/08/20,3,2.50,2.62,2.74,2.60,3037,695,4.37,94.33%,05/05/20
GOOGL,1349.02,Call,1375.00,05/08/20,3,2.75,4.38,6.00,6.00,648,149,4.35,31.75%,05/05/20
AAPL,297.56,Call,305.00,05/08/20,3,0.72,0.77,0.83,0.83,51483,11841,4.35,30.18%,05/05/20
HTZ,3.01,Call,3.00,05/08/20,3,0.25,0.3,0.35,0.30,1860,430,4.33,271.95%,05/05/20
TGT,111.76,Call,113.00,05/08/20,3,0.87,0.97,1.07,1.09,2177,503,4.33,40.13%,05/05/20
RVLV,10.35,Put,7.50,01/15/21,255,1.10,1.25,1.40,1.35,500,116,4.31,88.72%,05/05/20
LUV,26.42,Put,26.50,05/15/20,10,1.25,1.35,1.45,1.30,551,128,4.3,72.43%,05/05/20
X,8.06,Call,8.50,05/29/20,24,0.32,0.37,0.41,0.40,1119,261,4.29,69.95%,05/05/20
EMN,60.11,Put,55.00,05/15/20,10,0.45,0.55,0.65,0.50,501,117,4.28,56.98%,05/05/20
PYPL,125.43,Put,121.00,05/08/20,3,1.30,1.48,1.66,1.55,1458,341,4.28,74.25%,05/05/20
NOW,370.64,Call,390.00,05/15/20,10,4.00,4.45,4.90,4.35,996,233,4.27,45.79%,05/05/20
FDX,117.67,Call,122.00,05/08/20,3,0.59,0.74,0.88,0.65,600,141,4.26,49.72%,05/05/20
AAPL,297.56,Put,297.50,05/15/20,10,5.90,6.18,6.45,6.15,3096,726,4.26,31.74%,05/05/20
AAPL,297.56,Put,300.00,05/08/20,3,4.90,5.2,5.50,5.25,15998,3756,4.26,36.37%,05/05/20
NCLH,11.18,Call,13.50,05/08/20,3,0.25,0.28,0.30,0.29,1612,380,4.24,241.81%,05/05/20
NVDA,293.74,Call,310.00,05/08/20,3,0.43,0.59,0.75,0.68,5341,1261,4.24,47.91%,05/05/20
SQ,66.69,Put,66.00,05/15/20,10,2.68,2.87,3.05,3.02,630,149,4.23,76.87%,05/05/20
DIS,101.06,Put,97.50,05/08/20,3,1.79,1.94,2.08,2.00,1924,458,4.2,97.50%,05/05/20
SQ,66.69,Call,72.00,05/08/20,3,0.78,0.83,0.87,0.82,1401,334,4.19,106.80%,05/05/20
WFC,26.32,Put,29.00,05/15/20,10,3.20,3.33,3.45,2.61,1809,432,4.19,20.65%,05/05/20
WORK,27.29,Put,18.00,10/16/20,164,1.20,1.28,1.35,1.24,830,199,4.17,75.46%,05/05/20
BYND,100.16,Put,86.00,05/08/20,3,0.30,0.98,1.65,1.61,959,230,4.17,188.45%,05/05/20
UBER,28.07,Put,15.00,12/18/20,227,0.93,0.98,1.02,0.99,523,126,4.15,78.95%,05/05/20
DAL,21.71,Call,22.50,05/15/20,10,0.89,0.91,0.92,0.90,1242,299,4.15,85.89%,05/05/20
MYGN,14.82,Call,17.00,05/15/20,10,1.30,1.4,1.50,1.37,4351,1052,4.14,220.04%,05/05/20
STAY,10.3,Call,15.00,12/18/20,227,0.35,0.52,0.70,0.50,1000,242,4.13,51.75%,05/05/20
TSLA,768.21,Call,770.00,05/08/20,3,18.90,19.58,20.25,19.79,5119,1238,4.13,74.19%,05/05/20
CGC,15.76,Call,16.00,05/08/20,3,0.42,0.43,0.44,0.42,4610,1119,4.12,92.42%,05/05/20
BA,125.4,Call,130.00,05/08/20,3,2.12,2.17,2.22,2.19,6166,1496,4.12,88.36%,05/05/20
BA,125.4,Call,180.00,05/29/20,24,0.52,0.64,0.75,0.60,1143,278,4.11,83.26%,05/05/20
PTLA,17.85,Call,17.50,06/19/20,45,0.45,0.53,0.60,0.57,558,136,4.1,14.09%,05/05/20
SHAK,49.22,Call,50.00,05/08/20,3,0.85,0.9,0.95,0.85,668,163,4.1,66.76%,05/05/20
PLD,87.74,Put,75.00,07/17/20,73,2.15,2.63,3.10,2.25,4105,1002,4.1,47.54%,05/05/20
VLO,63.02,Put,60.00,05/08/20,3,0.42,0.52,0.61,0.60,2184,534,4.09,76.54%,05/05/20
CVX,92.89,Call,97.00,05/08/20,3,0.03,0.19,0.34,0.32,559,137,4.08,46.59%,05/05/20
SHOP,686.11,Put,595.00,05/08/20,3,5.10,7.3,9.50,5.16,500,123,4.07,138.81%,05/05/20
TGT,111.76,Call,113.00,05/15/20,10,1.79,1.87,1.95,1.94,686,169,4.06,33.62%,05/05/20
MSFT,180.76,Put,177.50,05/15/20,10,2.27,2.39,2.51,2.38,9418,2319,4.06,32.25%,05/05/20
SNAP,17.51,Call,18.50,05/15/20,10,0.31,0.32,0.32,0.32,69014,16981,4.06,59.37%,05/05/20
IFF,128.9,Call,135.00,05/15/20,10,2.35,2.5,2.65,2.50,2017,498,4.05,56.83%,05/05/20
AMZN,2317.8,Put,2315.00,05/08/20,3,20.90,24.95,29.00,25.00,574,142,4.04,31.63%,05/05/20
FSLY,22.74,Call,35.00,12/18/20,227,2.20,2.55,2.90,2.25,808,200,4.04,74.89%,05/05/20
AAPL,297.56,Call,312.50,05/08/20,3,0.16,0.18,0.19,0.19,3089,764,4.04,32.80%,05/05/20
WEN,18.81,Put,18.00,11/20/20,199,2.85,2.98,3.10,2.95,556,138,4.03,63.50%,05/05/20
GE,6.2,Call,11.00,10/16/20,164,0.09,0.11,0.12,0.10,9595,2387,4.02,57.81%,05/05/20
CRM,163.25,Call,170.00,05/08/20,3,0.05,0.17,0.29,0.26,1489,371,4.01,35.20%,05/05/20
BYND,100.16,Call,165.00,05/08/20,3,0.14,0.15,0.15,0.15,1611,402,4.01,252.19%,05/05/20
MRK,78.01,Put,75.00,05/08/20,3,0.15,0.2,0.24,0.13,576,144,4,35.43%,05/05/20
BA,125.4,Call,129.00,05/08/20,3,2.40,2.47,2.55,2.50,1489,372,4,87.90%,05/05/20
PYPL,125.43,Call,131.00,05/08/20,3,1.08,1.22,1.35,1.28,791,198,3.99,72.28%,05/05/20
NCLH,11.18,Call,12.00,05/08/20,3,0.55,0.63,0.70,0.65,3033,760,3.99,240.78%,05/05/20
WEN,18.81,Call,20.00,05/15/20,10,0.50,0.55,0.60,0.50,5780,1448,3.99,76.56%,05/05/20
SNAP,17.51,Call,18.00,05/15/20,10,0.46,0.48,0.49,0.49,20843,5224,3.99,60.22%,05/05/20
JWN,17.34,Put,17.50,06/19/20,45,2.43,2.49,2.54,2.47,1043,263,3.97,99.08%,05/05/20
GM,21.26,Call,23.00,05/08/20,3,0.22,0.24,0.25,0.24,3692,930,3.97,104.69%,05/05/20
SBUX,72.9,Call,75.00,05/08/20,3,0.27,0.3,0.32,0.30,4017,1017,3.95,38.27%,05/05/20
GOOGL,1349.02,Call,1370.00,05/08/20,3,6.30,7.3,8.30,6.55,920,234,3.93,29.84%,05/05/20
COUP,189.73,Call,180.00,05/15/20,10,13.40,13.9,14.40,14.10,624,159,3.92,68.05%,05/05/20
ZNGA,7.62,Call,8.50,05/08/20,3,0.13,0.15,0.17,0.16,3775,963,3.92,163.56%,05/05/20
MCD,179.24,Call,185.00,05/08/20,3,0.49,0.54,0.59,0.51,1470,377,3.9,35.56%,05/05/20
JPM,92,Put,94.00,05/08/20,3,2.69,2.83,2.97,2.85,950,244,3.89,49.65%,05/05/20
DIS,101.06,Call,103.00,05/15/20,10,3.15,3.4,3.65,3.48,683,176,3.88,64.84%,05/05/20
BYND,100.16,Call,150.00,05/08/20,3,0.25,0.29,0.32,0.29,1360,351,3.87,234.86%,05/05/20
RCL,37.2,Call,37.00,05/08/20,3,2.15,2.95,3.75,2.20,512,133,3.85,156.37%,05/05/20
W,165.88,Put,135.00,05/15/20,10,2.60,2.8,3.00,2.80,762,199,3.83,128.57%,05/05/20
NFLX,424.68,Call,480.00,05/08/20,3,0.12,0.15,0.17,0.14,1706,445,3.83,62.48%,05/05/20
BYND,100.16,Call,112.00,05/08/20,3,2.53,3.14,3.75,3.50,588,154,3.82,210.96%,05/05/20
TSLA,768.21,Put,795.00,05/08/20,3,35.45,37.38,39.30,37.52,956,250,3.82,76.41%,05/05/20
GM,21.26,Put,20.00,12/18/20,227,3.10,3.18,3.25,3.10,959,251,3.82,58.85%,05/05/20
ETSY,72.79,Call,80.00,05/15/20,10,2.15,2.4,2.65,2.25,1178,308,3.82,100.29%,05/05/20
BA,125.4,Put,125.00,05/08/20,3,3.80,3.9,4.00,3.85,8272,2163,3.82,89.54%,05/05/20
FNV,145.83,Put,130.00,06/19/20,45,3.00,3.2,3.40,3.35,1032,271,3.81,47.97%,05/05/20
C,43.95,Call,44.50,05/08/20,3,0.83,0.87,0.90,0.88,919,242,3.8,70.77%,05/05/20
CWH,9.14,Call,9.00,05/15/20,10,0.80,0.88,0.95,0.82,2590,682,3.8,124.83%,05/05/20
SPLK,143.62,Put,120.00,06/19/20,45,3.20,3.45,3.70,3.20,584,154,3.79,61.79%,05/05/20
TSLA,768.21,Call,785.00,05/08/20,3,13.00,13.6,14.20,13.60,3642,960,3.79,74.43%,05/05/20
TSLA,768.21,Put,755.00,05/08/20,3,14.45,14.98,15.50,14.35,1589,420,3.78,73.74%,05/05/20
SPR,18.8,Put,15.00,06/19/20,45,1.25,1.3,1.35,1.25,505,134,3.77,117.55%,05/05/20
TRIP,18.36,Put,13.00,01/15/21,255,1.90,2,2.10,1.95,806,214,3.77,81.54%,05/05/20
MU,45.41,Put,27.00,06/19/20,45,0.08,0.24,0.39,0.10,500,133,3.76,77.49%,05/05/20
JD,43.12,Put,43.00,05/08/20,3,0.69,0.74,0.78,0.76,736,196,3.76,52.71%,05/05/20
EA,119.61,Call,135.00,05/15/20,10,0.61,0.63,0.65,0.60,618,165,3.75,57.80%,05/05/20
BYND,100.16,Call,130.00,05/08/20,3,0.78,0.8,0.82,0.79,3771,1005,3.75,206.23%,05/05/20
ZNGA,7.62,Put,7.00,05/08/20,3,0.16,0.2,0.24,0.16,3374,902,3.74,149.70%,05/05/20
NCLH,11.18,Put,11.50,05/08/20,3,1.05,1.13,1.20,1.10,3798,1015,3.74,227.66%,05/05/20
DIS,101.06,Put,90.00,05/08/20,3,0.52,0.53,0.53,0.53,8835,2363,3.74,107.42%,05/05/20
PXD,82.48,Call,90.00,05/15/20,10,1.45,1.95,2.45,1.60,1022,275,3.72,76.65%,05/05/20
TSLA,768.21,Call,805.00,05/08/20,3,7.65,8.1,8.55,8.20,2130,573,3.72,76.71%,05/05/20
DIS,101.06,Put,99.00,05/08/20,3,2.53,3.39,4.25,2.64,2378,640,3.72,99.01%,05/05/20
BYND,100.16,Call,110.00,05/08/20,3,3.40,3.45,3.50,3.40,6849,1843,3.72,192.04%,05/05/20
LUV,26.42,Call,26.50,05/08/20,3,0.70,0.75,0.80,0.78,675,182,3.71,85.50%,05/05/20
DAL,21.71,Call,23.00,05/08/20,3,0.30,0.31,0.32,0.31,6610,1784,3.71,98.14%,05/05/20
SNAP,17.51,Call,17.50,05/15/20,10,0.65,0.68,0.71,0.71,7821,2113,3.7,60.75%,05/05/20
XOM,44.83,Call,46.50,05/15/20,10,0.49,0.51,0.53,0.49,823,223,3.69,37.47%,05/05/20
NIO,3.28,Call,2.50,06/19/20,45,0.89,0.98,1.06,1.01,1992,540,3.69,132.49%,05/05/20
NCLH,11.18,Call,15.50,05/15/20,10,0.20,0.3,0.40,0.30,662,180,3.68,186.32%,05/05/20
MA,273.98,Call,285.00,05/08/20,3,1.00,1.23,1.45,1.25,1687,458,3.68,48.55%,05/05/20
TSLA,768.21,Call,1100.00,05/29/20,24,4.50,4.68,4.85,4.80,565,154,3.67,87.45%,05/05/20
UPS,92.71,Put,82.50,01/15/21,255,7.35,7.95,8.55,7.55,523,143,3.66,42.43%,05/05/20
DIS,101.06,Call,117.00,05/08/20,3,0.14,0.18,0.21,0.20,1860,508,3.66,97.95%,05/05/20
NCLH,11.18,Call,13.00,05/08/20,3,0.35,0.38,0.40,0.37,2355,644,3.66,237.60%,05/05/20
ET,8.22,Call,6.00,05/15/20,10,2.05,2.18,2.31,2.18,25575,6979,3.66,10.50%,05/05/20
NKE,87.2,Call,90.00,05/08/20,3,0.30,0.32,0.35,0.35,1507,413,3.65,40.38%,05/05/20
W,165.88,Call,180.00,05/08/20,3,2.05,2.53,3.00,2.82,2158,592,3.65,127.44%,05/05/20
APHA,3.6,Call,5.00,10/16/20,164,0.25,0.3,0.35,0.30,2703,741,3.65,71.69%,05/05/20
RCL,37.2,Put,39.00,05/15/20,10,4.40,4.53,4.65,4.50,561,154,3.64,140.90%,05/05/20
PLNT,57.08,Put,50.00,06/19/20,45,3.40,3.55,3.70,3.50,656,180,3.64,86.65%,05/05/20
XOM,44.83,Put,46.50,05/08/20,3,1.82,1.92,2.01,1.72,739,203,3.64,30.48%,05/05/20
HD,225.61,Call,260.00,09/18/20,136,5.30,5.9,6.50,6.44,2008,552,3.64,31.40%,05/05/20
DIS,101.06,Call,107.00,05/15/20,10,1.64,1.83,2.02,1.88,2169,596,3.64,60.98%,05/05/20
L,30.79,Put,30.00,06/19/20,45,1.70,1.83,1.95,1.80,1035,285,3.63,51.64%,05/05/20
AAL,9.51,Call,9.00,11/20/20,199,3.45,3.5,3.55,3.45,1246,343,3.63,119.96%,05/05/20
PLNT,57.08,Put,47.50,06/19/20,45,2.65,2.78,2.90,2.40,1265,349,3.62,83.05%,05/05/20
ORCL,52.05,Call,51.50,05/15/20,10,1.39,1.47,1.55,1.48,512,142,3.61,34.35%,05/05/20
CHGG,57.92,Call,50.00,06/19/20,45,9.90,10.25,10.60,10.30,549,152,3.61,71.54%,05/05/20
BABA,195.02,Call,197.50,05/08/20,3,1.58,1.62,1.65,1.62,4779,1324,3.61,37.64%,05/05/20
WFC,26.32,Call,22.50,10/16/20,164,5.15,5.33,5.50,5.35,540,150,3.6,45.80%,05/05/20
SHOP,686.11,Put,590.00,05/08/20,3,4.20,4.6,5.00,4.31,561,156,3.6,137.23%,05/05/20
WFC,26.32,Call,27.00,05/15/20,10,0.43,0.45,0.47,0.45,2830,787,3.6,41.89%,05/05/20
AAPL,297.56,Put,292.50,05/08/20,3,1.11,1.56,2.00,1.91,11086,3077,3.6,36.97%,05/05/20
OXY,15.32,Put,16.00,05/15/20,10,1.33,1.53,1.72,1.61,929,259,3.59,120.53%,05/05/20
NTNX,17.77,Put,18.00,05/08/20,3,0.60,0.75,0.90,0.74,1927,537,3.59,95.78%,05/05/20
NFLX,424.68,Call,440.00,05/08/20,3,2.25,2.38,2.50,2.43,6581,1839,3.58,49.90%,05/05/20
DAL,21.71,Put,20.00,12/18/20,227,4.10,4.2,4.30,4.10,778,218,3.57,77.45%,05/05/20
DIS,101.06,Put,92.00,05/08/20,3,0.71,0.79,0.88,0.77,3681,1030,3.57,104.44%,05/05/20
X,8.06,Call,8.50,05/15/20,10,0.20,0.22,0.23,0.23,12918,3622,3.57,75.46%,05/05/20
AMZN,2317.8,Put,2340.00,05/08/20,3,34.70,39.38,44.05,40.50,512,144,3.56,33.46%,05/05/20
FISV,103.83,Call,110.00,05/15/20,10,1.25,1.33,1.40,1.30,3038,854,3.56,50.40%,05/05/20
AMD,52.19,Call,58.00,05/29/20,24,0.80,0.87,0.93,0.86,6055,1703,3.56,50.93%,05/05/20
ATVI,68.53,Call,68.50,05/15/20,10,2.51,2.63,2.75,2.74,518,146,3.55,59.99%,05/05/20
ET,8.22,Call,2.00,01/21/22,626,5.85,6.18,6.50,6.50,2880,812,3.55,90.97%,05/05/20
NVDA,293.74,Put,300.00,05/08/20,3,8.00,8.65,9.30,9.00,1081,305,3.54,49.52%,05/05/20
ET,8.22,Call,3.00,07/17/20,73,5.05,5.15,5.25,5.07,550,156,3.53,0.00%,05/05/20
MTCH,80.1,Put,70.00,05/08/20,3,0.85,1.1,1.35,1.10,678,192,3.53,163.92%,05/05/20
JPM,92,Call,94.00,05/08/20,3,0.81,0.85,0.89,0.84,1710,485,3.53,48.98%,05/05/20
BLUE,56.22,Call,240.00,01/15/21,255,0.10,0.28,0.45,0.40,500,142,3.52,79.77%,05/05/20
AMRN,7.72,Call,8.00,06/19/20,45,0.90,0.96,1.01,1.00,10162,2885,3.52,103.15%,05/05/20
CHWY,42.09,Put,41.00,05/08/20,3,0.65,0.73,0.80,0.69,554,158,3.51,76.94%,05/05/20
SPCE,16.62,Put,14.50,05/08/20,3,0.41,0.48,0.55,0.50,2551,729,3.5,230.60%,05/05/20
W,165.88,Put,140.00,05/15/20,10,3.40,3.7,4.00,3.64,859,246,3.49,125.06%,05/05/20
ET,8.22,Call,7.00,05/15/20,10,1.21,1.23,1.25,1.21,59408,17037,3.49,36.86%,05/05/20
TSLA,768.21,Call,765.00,05/08/20,3,21.40,22.28,23.15,22.50,1868,537,3.48,75.08%,05/05/20
PLNT,57.08,Call,62.50,05/15/20,10,1.40,1.48,1.55,1.36,2440,704,3.47,86.23%,05/05/20
AAPL,297.56,Call,297.50,05/08/20,3,3.20,3.55,3.90,3.35,21219,6112,3.47,30.70%,05/05/20
AAPL,297.56,Put,295.00,05/08/20,3,2.23,2.59,2.95,2.86,21757,6279,3.47,37.55%,05/05/20
FB,207.07,Call,225.00,05/15/20,10,0.35,0.4,0.44,0.39,15897,4588,3.46,34.17%,05/05/20
ABBV,85.37,Call,90.00,05/29/20,24,0.95,1.06,1.17,1.05,507,147,3.45,30.65%,05/05/20
LYFT,26.68,Put,29.00,05/15/20,10,3.50,3.55,3.60,3.55,693,201,3.45,120.26%,05/05/20
NCLH,11.18,Call,12.00,05/15/20,10,1.05,1.13,1.20,1.15,1066,309,3.45,200.06%,05/05/20
CLX,203.48,Call,205.00,05/15/20,10,2.95,3.08,3.20,2.95,1181,344,3.43,26.90%,05/05/20
NCLH,11.18,Call,12.50,06/19/20,45,2.00,2.08,2.15,2.05,3025,881,3.43,162.20%,05/05/20
DIS,101.06,Call,109.00,05/08/20,3,0.78,0.79,0.80,0.80,4637,1353,3.43,89.19%,05/05/20
TEVA,10.09,Put,9.50,05/15/20,10,0.35,0.36,0.37,0.36,1760,514,3.42,94.68%,05/05/20
BA,125.4,Put,124.00,05/08/20,3,3.20,3.35,3.50,3.36,2082,609,3.42,89.32%,05/05/20
SHOP,686.11,Put,650.00,05/08/20,3,17.00,18,19.00,16.98,891,261,3.41,131.96%,05/05/20
TSLA,768.21,Call,765.00,05/15/20,10,40.15,40.63,41.10,40.75,1234,362,3.41,77.07%,05/05/20
GOLD,28.19,Put,27.00,05/08/20,3,0.25,0.27,0.28,0.30,1564,459,3.41,75.22%,05/05/20
PDD,48.72,Call,49.00,05/15/20,10,1.65,1.97,2.30,2.05,3184,933,3.41,67.57%,05/05/20
DOW,33.37,Call,35.00,05/08/20,3,0.15,0.18,0.20,0.18,1326,390,3.4,58.14%,05/05/20
ZM,144.82,Call,145.00,05/08/20,3,3.90,4.1,4.30,4.10,2619,771,3.4,79.81%,05/05/20
BA,125.4,Put,126.00,05/15/20,10,6.90,7.08,7.25,7.15,611,180,3.39,82.84%,05/05/20
NCLH,11.18,Put,12.00,05/08/20,3,1.30,1.38,1.45,1.41,3397,1001,3.39,225.88%,05/05/20
TDOC,169.59,Put,165.00,05/08/20,3,1.90,1.97,2.05,2.00,564,167,3.38,64.08%,05/05/20
SQ,66.69,Put,64.00,05/08/20,3,1.28,1.42,1.55,1.50,774,229,3.38,111.41%,05/05/20
MA,273.98,Call,287.50,05/08/20,3,0.82,0.91,1.00,0.94,1241,368,3.37,49.94%,05/05/20
PTON,36.22,Call,42.00,05/08/20,3,0.87,0.89,0.90,0.90,1653,490,3.37,207.42%,05/05/20
