Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
AMD,56.18,Put,47.00,05/01/20,7,0.24,0.26,0.27,0.26,1407,948,1.48,93.98%,04/24/20
FCX,8.48,Call,8.00,05/01/20,7,0.56,0.62,0.68,0.64,2138,1448,1.48,76.34%,04/24/20
BA,128.98,Call,190.00,05/01/20,7,0.00,0.12,0.23,0.23,723,491,1.47,137.44%,04/24/20
APT,13.96,Call,14.00,05/01/20,7,1.10,1.15,1.20,1.15,728,495,1.47,151.56%,04/24/20
INO,14.59,Call,15.00,05/15/20,21,2.90,3,3.10,3.00,3638,2469,1.47,228.67%,04/24/20
COUP,163.27,Call,170.00,05/15/20,21,6.00,6.2,6.40,6.30,549,377,1.46,57.98%,04/24/20
MRO,4.93,Call,6.00,05/08/20,14,0.10,0.11,0.12,0.12,640,438,1.46,111.72%,04/24/20
NVDA,289.59,Call,350.00,05/01/20,7,0.11,0.11,0.12,0.12,648,445,1.46,61.20%,04/24/20
FB,190.07,Call,185.00,05/08/20,14,10.75,11.08,11.40,11.40,857,587,1.46,58.59%,04/24/20
AAPL,282.97,Call,300.00,05/01/20,7,1.35,1.38,1.40,1.39,11650,7963,1.46,41.81%,04/24/20
WFC,26.92,Call,28.00,05/01/20,7,0.32,0.33,0.34,0.33,1876,1290,1.45,49.28%,04/24/20
SNAP,16,Put,15.50,05/08/20,14,0.50,0.53,0.55,0.54,3089,2133,1.45,62.38%,04/24/20
FB,190.07,Put,182.50,05/01/20,7,3.85,4.05,4.25,4.00,3386,2339,1.45,69.73%,04/24/20
DIS,101.19,Put,95.00,07/17/20,84,6.00,6.18,6.35,6.20,4094,2827,1.45,48.45%,04/24/20
UAL,25.56,Call,37.00,05/15/20,21,0.23,0.26,0.29,0.27,563,391,1.44,107.57%,04/24/20
UBER,29.49,Call,32.00,05/08/20,14,0.84,0.95,1.05,0.94,568,395,1.44,80.80%,04/24/20
SQ,62.01,Put,60.00,05/01/20,7,1.22,1.29,1.35,1.35,1082,750,1.44,65.80%,04/24/20
X,6.82,Put,6.50,05/01/20,7,0.25,0.27,0.28,0.26,2042,1414,1.44,108.95%,04/24/20
AAPL,282.97,Put,275.00,05/01/20,7,4.05,4.13,4.20,4.10,4661,3229,1.44,48.26%,04/24/20
TRIP,18.44,Call,19.00,05/01/20,7,0.75,0.8,0.85,0.85,2202,1541,1.43,107.03%,04/24/20
AAL,10.31,Put,22.00,08/21/20,119,12.05,12.18,12.30,12.14,741,521,1.42,111.38%,04/24/20
BA,128.98,Put,101.00,05/01/20,7,0.85,0.89,0.93,0.92,1130,793,1.42,133.88%,04/24/20
DPZ,367.29,Call,400.00,05/01/20,7,0.45,0.58,0.70,0.60,1204,845,1.42,40.42%,04/24/20
SNAP,16,Call,18.00,05/15/20,21,0.25,0.27,0.28,0.27,2535,1779,1.42,58.61%,04/24/20
AOBC,9.64,Call,9.00,05/15/20,21,0.80,1,1.20,0.90,513,364,1.41,57.68%,04/24/20
PTON,31.74,Call,30.00,05/01/20,7,2.40,2.6,2.80,2.60,947,670,1.41,92.44%,04/24/20
T,29.71,Call,29.50,05/01/20,7,0.61,0.65,0.69,0.62,1403,995,1.41,30.84%,04/24/20
ZM,158.8,Put,150.00,05/15/20,21,10.90,11.05,11.20,11.00,3617,2567,1.41,102.06%,04/24/20
NFLX,424.99,Call,465.00,05/01/20,7,1.26,1.41,1.55,1.40,550,392,1.4,49.88%,04/24/20
LVS,43.78,Put,41.00,05/01/20,7,0.59,0.72,0.85,0.62,594,423,1.4,70.68%,04/24/20
TLRY,8.07,Call,6.50,05/01/20,7,1.38,1.56,1.73,1.64,1396,998,1.4,127.93%,04/24/20
IMMU,28.44,Call,35.00,06/19/20,56,0.80,0.9,1.00,1.00,1491,1062,1.4,66.51%,04/24/20
JNJ,154.86,Call,170.00,07/17/20,84,2.00,2.24,2.47,2.28,1589,1138,1.4,23.94%,04/24/20
AAPL,282.97,Call,302.50,05/01/20,7,0.96,1.02,1.07,1.04,2063,1472,1.4,41.64%,04/24/20
MSFT,174.55,Put,170.00,05/01/20,7,2.95,3,3.05,2.95,3553,2531,1.4,51.57%,04/24/20
HALO,23.42,Call,22.00,09/18/20,147,2.65,3.22,3.80,3.03,500,359,1.39,38.18%,04/24/20
AXSM,76.4,Call,110.00,06/19/20,56,4.20,4.7,5.20,4.73,576,413,1.39,113.90%,04/24/20
NVDA,289.59,Put,285.00,05/15/20,21,11.70,12.25,12.80,12.14,625,449,1.39,52.45%,04/24/20
PLUG,4.4,Put,4.00,05/15/20,21,0.08,0.14,0.19,0.17,647,466,1.39,83.18%,04/24/20
C,43.1,Put,41.00,05/01/20,7,0.72,0.79,0.87,0.82,680,488,1.39,71.79%,04/24/20
UBER,29.49,Put,28.00,05/01/20,7,0.57,0.6,0.62,0.59,958,689,1.39,75.10%,04/24/20
JPM,90.71,Call,95.00,05/01/20,7,0.69,0.76,0.83,0.73,1475,1059,1.39,43.85%,04/24/20
AAPL,282.97,Put,230.00,05/08/20,14,0.36,0.43,0.50,0.37,1588,1142,1.39,57.61%,04/24/20
KO,45.43,Put,43.00,05/01/20,7,0.12,0.13,0.14,0.12,1723,1237,1.39,33.71%,04/24/20
ZM,158.8,Call,170.00,06/19/20,56,18.80,19.4,20.00,19.07,2211,1590,1.39,94.58%,04/24/20
OVV,4.72,Call,6.00,05/15/20,21,0.10,0.18,0.25,0.20,525,381,1.38,127.41%,04/24/20
LLY,162.93,Put,160.00,06/19/20,56,7.10,7.25,7.40,7.33,537,389,1.38,35.12%,04/24/20
WORK,26.06,Call,26.50,05/01/20,7,1.00,1.08,1.15,1.01,605,437,1.38,83.72%,04/24/20
BBY,71.88,Call,87.50,06/19/20,56,0.00,0.59,1.18,0.90,622,450,1.38,44.31%,04/24/20
BABA,204.36,Call,210.00,05/08/20,14,2.75,2.95,3.15,2.84,1062,769,1.38,31.79%,04/24/20
AAPL,282.97,Put,265.00,05/01/20,7,1.62,1.66,1.70,1.65,9967,7216,1.38,49.13%,04/24/20
MSFT,174.55,Call,180.00,05/01/20,7,2.42,2.46,2.50,2.45,13161,9527,1.38,47.64%,04/24/20
PSTI,12.43,Call,15.00,05/15/20,21,1.30,1.4,1.50,1.32,583,426,1.37,183.77%,04/24/20
WORK,26.06,Call,27.00,05/01/20,7,0.70,0.8,0.90,0.77,1076,787,1.37,80.47%,04/24/20
UAL,25.56,Call,28.00,05/01/20,7,0.60,0.63,0.66,0.62,1364,996,1.37,104.31%,04/24/20
SNAP,16,Call,16.00,05/01/20,7,0.51,0.53,0.54,0.53,5833,4253,1.37,59.78%,04/24/20
LOW,98.75,Put,97.50,01/15/21,266,13.60,14.58,15.55,14.82,510,375,1.36,47.93%,04/24/20
CRBP,5.97,Call,7.50,05/15/20,21,0.10,0.13,0.15,0.11,675,498,1.36,90.52%,04/24/20
AMD,56.18,Put,52.00,05/08/20,14,1.48,1.52,1.55,1.52,676,498,1.36,75.63%,04/24/20
UNP,156.09,Put,125.00,06/19/20,56,0.31,1.14,1.96,1.87,823,603,1.36,51.35%,04/24/20
AAPL,282.97,Put,277.50,05/15/20,21,8.55,8.73,8.90,8.80,929,682,1.36,42.57%,04/24/20
AMZN,2410.22,Call,2600.00,05/01/20,7,22.70,23.05,23.40,23.35,1403,1032,1.36,63.04%,04/24/20
OAS,0.6137,Put,0.50,05/15/20,21,0.10,0.13,0.15,0.15,1755,1288,1.36,394.62%,04/24/20
AMD,56.18,Put,54.00,05/01/20,7,1.69,1.73,1.77,1.72,2100,1542,1.36,87.94%,04/24/20
BA,128.98,Call,150.00,05/01/20,7,1.80,1.84,1.88,1.80,3942,2897,1.36,110.06%,04/24/20
BAC,22.18,Call,22.50,05/01/20,7,0.42,0.43,0.43,0.43,5470,4023,1.36,46.50%,04/24/20
VIAC,15.63,Put,15.00,05/01/20,7,0.34,0.46,0.58,0.41,689,509,1.35,80.46%,04/24/20
MSFT,174.55,Put,172.50,05/01/20,7,3.90,4,4.10,3.95,5180,3843,1.35,51.38%,04/24/20
TSLA,725.15,Call,760.00,05/01/20,7,34.25,35.6,36.95,35.10,511,381,1.34,123.42%,04/24/20
MSFT,174.55,Put,180.00,05/01/20,7,7.20,7.78,8.35,8.15,657,491,1.34,50.92%,04/24/20
INSG,12.83,Call,7.50,09/18/20,147,5.70,5.85,6.00,5.87,881,659,1.34,90.28%,04/24/20
FB,190.07,Call,215.00,05/01/20,7,0.87,0.93,0.98,0.96,1627,1211,1.34,70.17%,04/24/20
AAL,10.31,Put,10.00,05/01/20,7,0.55,0.57,0.58,0.56,4850,3632,1.34,125.87%,04/24/20
AAL,10.31,Call,13.00,05/08/20,14,0.19,0.24,0.28,0.24,757,571,1.33,121.37%,04/24/20
TSLA,725.15,Call,850.00,05/01/20,7,12.80,13.15,13.50,13.40,893,669,1.33,125.66%,04/24/20
USFD,19.51,Call,25.00,11/20/20,210,1.80,1.9,2.00,2.00,966,725,1.33,62.38%,04/24/20
UAL,25.56,Put,25.00,05/01/20,7,1.09,1.19,1.28,1.26,1246,934,1.33,109.39%,04/24/20
PFE,37.38,Put,36.00,05/15/20,21,0.75,0.81,0.87,0.88,1732,1300,1.33,42.11%,04/24/20
NAT,5.85,Call,7.00,05/15/20,21,0.35,0.38,0.40,0.40,2957,2226,1.33,139.84%,04/24/20
INO,14.59,Put,9.00,05/01/20,7,0.15,0.18,0.20,0.20,523,397,1.32,271.57%,04/24/20
INO,14.59,Call,14.00,06/19/20,56,4.20,4.5,4.80,4.58,525,397,1.32,195.84%,04/24/20
NFLX,424.99,Call,430.00,05/08/20,14,12.25,12.85,13.45,13.00,544,413,1.32,45.80%,04/24/20
PFE,37.38,Call,39.00,05/01/20,7,0.21,0.22,0.22,0.21,627,476,1.32,35.96%,04/24/20
C,43.1,Call,40.00,05/01/20,7,3.35,3.45,3.55,3.40,630,477,1.32,56.33%,04/24/20
QCOM,76.04,Call,85.00,05/01/20,7,0.26,0.28,0.30,0.29,634,479,1.32,60.53%,04/24/20
BAC,22.18,Put,21.50,05/15/20,21,0.77,0.85,0.92,0.81,681,516,1.32,53.81%,04/24/20
SPCE,17.02,Put,16.00,05/01/20,7,0.66,0.7,0.74,0.68,744,564,1.32,122.77%,04/24/20
PINS,20.62,Put,12.00,08/21/20,119,0.40,0.48,0.55,0.50,1224,926,1.32,85.56%,04/24/20
AMRN,7.53,Put,5.00,01/15/21,266,1.03,1.07,1.10,1.05,2032,1534,1.32,102.88%,04/24/20
TSLA,725.15,Call,1000.00,05/01/20,7,3.20,3.25,3.30,3.25,2538,1921,1.32,139.21%,04/24/20
AAPL,282.97,Put,260.00,05/01/20,7,0.97,1.04,1.10,1.00,3392,2567,1.32,50.02%,04/24/20
MSFT,174.55,Call,177.50,05/01/20,7,3.25,3.35,3.45,3.36,5283,4014,1.32,48.05%,04/24/20
GOOG,1279.31,Put,1200.00,05/01/20,7,10.20,12,13.80,12.70,628,481,1.31,59.47%,04/24/20
RAD,14.35,Call,15.00,05/01/20,7,0.45,0.48,0.50,0.47,878,669,1.31,92.51%,04/24/20
AAPL,282.97,Put,257.50,05/01/20,7,0.76,0.8,0.85,0.78,886,677,1.31,50.69%,04/24/20
BAC,22.18,Put,19.00,05/08/20,14,0.14,0.16,0.18,0.17,1043,796,1.31,68.70%,04/24/20
CSCO,42.52,Put,40.00,10/16/20,175,3.30,3.45,3.60,3.67,1200,914,1.31,43.47%,04/24/20
INTC,59.26,Call,62.00,05/01/20,7,0.32,0.33,0.35,0.34,1438,1099,1.31,37.67%,04/24/20
AMD,56.18,Put,53.00,05/01/20,7,1.33,1.38,1.43,1.39,1906,1454,1.31,89.29%,04/24/20
APT,13.96,Call,15.00,05/01/20,7,0.75,0.8,0.85,0.75,2413,1848,1.31,150.06%,04/24/20
AEM,60.91,Put,55.00,01/15/21,266,6.65,6.88,7.10,6.83,669,513,1.3,49.69%,04/24/20
NFLX,424.99,Call,455.00,05/01/20,7,2.09,2.26,2.42,2.21,830,637,1.3,47.16%,04/24/20
DO,0.94,Call,1.00,06/19/20,56,0.35,0.37,0.39,0.36,1314,1009,1.3,268.43%,04/24/20
NVDA,289.59,Call,290.00,05/01/20,7,6.85,7.3,7.75,7.27,1894,1457,1.3,46.49%,04/24/20
AMD,56.18,Call,59.00,05/01/20,7,1.50,1.54,1.57,1.53,2124,1639,1.3,85.09%,04/24/20
AMZN,2410.22,Call,2400.00,05/01/20,7,87.10,89.05,91.00,88.54,3068,2363,1.3,62.53%,04/24/20
BAC,22.18,Put,22.00,05/01/20,7,0.49,0.5,0.50,0.51,4006,3078,1.3,49.01%,04/24/20
ROKU,124.83,Call,122.00,05/01/20,7,6.25,6.48,6.70,6.72,507,394,1.29,75.81%,04/24/20
EPD,16.81,Call,17.00,05/01/20,7,0.25,0.28,0.30,0.30,738,570,1.29,41.34%,04/24/20
NVDA,289.59,Call,295.00,05/01/20,7,4.75,5.13,5.50,5.05,941,728,1.29,45.95%,04/24/20
INTC,59.26,Call,62.50,05/01/20,7,0.21,0.25,0.29,0.24,1327,1029,1.29,36.84%,04/24/20
BA,128.98,Call,165.00,05/01/20,7,0.68,0.71,0.73,0.71,1391,1075,1.29,118.85%,04/24/20
AAPL,282.97,Call,292.50,05/01/20,7,3.05,3.1,3.15,3.07,2414,1874,1.29,42.64%,04/24/20
WWE,44.79,Put,45.00,05/15/20,21,2.60,2.73,2.85,2.65,523,408,1.28,59.64%,04/24/20
AMZN,2410.22,Call,2550.00,05/01/20,7,31.80,34.08,36.35,32.60,666,522,1.28,61.79%,04/24/20
STX,48.63,Call,55.00,06/19/20,56,0.65,0.76,0.87,0.85,1114,871,1.28,37.15%,04/24/20
RHI,44.06,Put,40.00,05/15/20,21,0.35,0.6,0.85,0.67,2148,1678,1.28,52.66%,04/24/20
JPM,90.71,Put,82.00,05/01/20,7,0.26,0.29,0.31,0.30,555,437,1.27,55.93%,04/24/20
JNJ,154.86,Put,152.50,05/01/20,7,0.90,1.39,1.87,1.50,619,487,1.27,29.66%,04/24/20
NFLX,424.99,Put,380.00,05/01/20,7,0.63,0.69,0.75,0.70,779,611,1.27,51.33%,04/24/20
TWTR,28.74,Call,28.00,05/01/20,7,2.21,2.29,2.37,2.27,821,646,1.27,119.67%,04/24/20
SLB,16.11,Put,16.00,05/01/20,7,0.54,0.56,0.58,0.58,952,748,1.27,71.65%,04/24/20
DIS,101.19,Call,100.00,05/01/20,7,2.68,2.84,2.99,2.73,959,756,1.27,37.21%,04/24/20
GILD,79.64,Call,82.00,05/01/20,7,1.57,2.16,2.75,2.74,620,494,1.26,85.09%,04/24/20
BA,128.98,Put,115.00,06/19/20,56,11.10,11.43,11.75,11.42,682,540,1.26,93.08%,04/24/20
BA,128.98,Put,95.00,05/01/20,7,0.54,0.56,0.58,0.60,717,571,1.26,144.24%,04/24/20
INTC,59.26,Call,61.50,05/01/20,7,0.42,0.46,0.50,0.43,619,497,1.25,37.11%,04/24/20
CVX,87.01,Put,75.00,05/01/20,7,0.22,0.29,0.36,0.27,694,556,1.25,73.98%,04/24/20
TWTR,28.74,Call,29.50,05/01/20,7,1.53,1.58,1.63,1.58,810,650,1.25,120.33%,04/24/20
ATHX,2.63,Call,6.00,05/15/20,21,0.10,0.15,0.20,0.10,825,661,1.25,257.24%,04/24/20
WLL,1.12,Call,0.50,05/01/20,7,0.60,0.63,0.65,0.63,1784,1431,1.25,375.51%,04/24/20
BA,128.98,Put,120.00,05/08/20,14,5.80,6.05,6.30,6.26,520,418,1.24,104.53%,04/24/20
NFLX,424.99,Put,430.00,05/01/20,7,12.90,14,15.10,13.70,533,431,1.24,46.89%,04/24/20
SPCE,17.02,Call,17.00,05/15/20,21,2.28,2.32,2.36,2.29,772,624,1.24,140.43%,04/24/20
C,43.1,Put,37.50,07/17/20,84,2.66,2.79,2.91,3.02,1122,902,1.24,70.53%,04/24/20
CRWD,72,Call,80.00,05/15/20,21,1.50,1.58,1.65,1.64,2054,1657,1.24,62.73%,04/24/20
CRWD,72,Call,80.00,05/01/20,7,0.35,0.4,0.45,0.40,2900,2348,1.24,64.58%,04/24/20
MSFT,174.55,Put,165.00,05/01/20,7,1.45,1.5,1.55,1.49,3870,3125,1.24,51.72%,04/24/20
AMD,56.18,Call,65.00,05/01/20,7,0.34,0.35,0.35,0.34,5187,4192,1.24,83.08%,04/24/20
"Downloaded from Barchart.com as of 04-25-2020 02:07pm CDT"
