Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
AAPL,303.74,Call,155.00,06/19/20,43,148.10,148.7,149.30,148.40,2019,603,3.35,0.00%,05/07/20
BYND,122.66,Put,125.00,05/08/20,1,4.35,4.68,5.00,4.80,2086,622,3.35,135.75%,05/07/20
AAPL,303.74,Call,250.00,05/08/20,1,53.10,53.75,54.40,53.85,3644,1087,3.35,165.39%,05/07/20
DAL,21.68,Call,22.00,05/08/20,1,0.26,0.28,0.30,0.29,7311,2185,3.35,94.50%,05/07/20
JPM,91.21,Call,98.00,05/22/20,15,0.76,0.82,0.88,0.83,1134,340,3.34,40.58%,05/07/20
BA,128.65,Call,126.00,05/08/20,1,3.30,3.55,3.80,3.58,1548,463,3.34,74.31%,05/07/20
SQ,74.62,Call,80.00,05/08/20,1,0.07,0.09,0.10,0.10,27860,8338,3.34,87.65%,05/07/20
V,182.72,Put,180.00,05/08/20,1,0.48,0.55,0.62,0.64,1207,363,3.33,43.81%,05/07/20
NKE,88.56,Call,91.00,05/08/20,1,0.07,0.09,0.11,0.10,906,273,3.32,41.65%,05/07/20
AAPL,303.74,Call,275.00,05/08/20,1,28.15,28.58,29.00,28.49,2533,762,3.32,0.00%,05/07/20
TSLA,780.04,Call,825.00,05/08/20,1,1.00,1.14,1.28,1.23,4425,1332,3.32,77.27%,05/07/20
MSFT,183.6,Put,185.00,05/08/20,1,1.71,1.85,1.99,1.99,6307,1900,3.32,30.22%,05/07/20
AAPL,303.74,Call,240.00,05/15/20,8,63.10,63.72,64.35,62.65,7613,2295,3.32,0.00%,05/07/20
AG,8.37,Put,10.50,05/15/20,8,2.10,2.15,2.20,2.15,1325,400,3.31,90.14%,05/07/20
ROKU,137.5,Call,149.00,05/08/20,1,1.90,3.78,5.65,3.75,620,188,3.3,276.38%,05/07/20
NOW,381.83,Call,390.00,05/08/20,1,1.15,1.4,1.65,1.55,1090,330,3.3,55.85%,05/07/20
SHOP,722.76,Put,695.00,05/08/20,1,1.50,1.85,2.20,1.80,575,175,3.29,68.91%,05/07/20
AAPL,303.74,Call,145.00,06/19/20,43,158.10,158.7,159.30,158.90,1045,318,3.29,0.00%,05/07/20
PTON,44.12,Call,50.00,05/22/20,15,1.48,1.74,2.01,1.65,1907,579,3.29,102.75%,05/07/20
LYFT,31.78,Call,30.00,05/08/20,1,1.96,2.11,2.26,2.06,6078,1850,3.29,140.17%,05/07/20
WDC,41.85,Put,42.00,05/08/20,1,0.58,0.62,0.66,0.70,705,215,3.28,71.16%,05/07/20
PENN,18.18,Call,16.00,06/19/20,43,3.90,4,4.10,3.98,1017,310,3.28,118.03%,05/07/20
LYFT,31.78,Put,29.00,05/08/20,1,0.10,0.12,0.14,0.10,2060,628,3.28,135.56%,05/07/20
WORK,29.95,Call,30.00,05/08/20,1,0.60,0.63,0.65,0.65,17784,5428,3.28,107.73%,05/07/20
WORK,29.95,Call,32.00,05/15/20,8,0.65,0.7,0.75,0.68,6757,2064,3.27,81.11%,05/07/20
AAPL,303.74,Call,265.00,05/15/20,8,38.25,38.8,39.35,38.35,12738,3899,3.27,37.57%,05/07/20
UBER,30.93,Call,39.00,05/15/20,8,0.18,0.2,0.22,0.20,695,213,3.26,110.38%,05/07/20
PYPL,146.29,Call,145.00,05/15/20,8,3.90,4.1,4.30,4.29,6421,1972,3.26,41.69%,05/07/20
AAPL,303.74,Call,275.00,05/15/20,8,28.25,28.8,29.35,28.60,11672,3578,3.26,25.84%,05/07/20
AAPL,303.74,Call,200.00,06/19/20,43,103.10,103.6,104.10,103.25,21156,6490,3.26,31.52%,05/07/20
TSN,57.26,Put,57.00,05/08/20,1,0.50,0.58,0.65,0.52,937,290,3.23,53.86%,05/07/20
DBX,21.89,Call,25.50,05/29/20,22,0.50,0.58,0.65,0.55,1937,600,3.23,78.07%,05/07/20
BUD,42.43,Put,42.00,05/15/20,8,0.80,0.95,1.10,1.05,2044,633,3.23,50.50%,05/07/20
TWTR,28.77,Call,31.00,05/22/20,15,0.41,0.43,0.44,0.42,664,206,3.22,50.56%,05/07/20
AAPL,303.74,Call,100.00,06/18/21,407,202.30,203.73,205.15,203.20,850,264,3.22,34.70%,05/07/20
COF,60.82,Call,56.00,05/08/20,1,4.55,4.75,4.95,5.25,990,307,3.22,161.37%,05/07/20
ROKU,137.5,Put,128.00,05/08/20,1,3.30,3.5,3.70,3.50,1347,418,3.22,263.22%,05/07/20
NCLH,12,Call,15.00,09/18/20,134,2.60,2.75,2.90,2.85,2606,810,3.22,131.43%,05/07/20
NVDA,304.87,Call,315.00,05/08/20,1,0.28,0.32,0.36,0.33,4245,1319,3.22,47.10%,05/07/20
BYND,122.66,Put,115.00,05/08/20,1,0.65,0.69,0.73,0.70,8761,2721,3.22,127.31%,05/07/20
UBER,30.93,Put,27.00,05/08/20,1,0.39,0.41,0.42,0.41,9358,2910,3.22,281.61%,05/07/20
INTC,59.17,Put,59.50,05/08/20,1,0.59,0.64,0.69,0.67,1059,330,3.21,39.44%,05/07/20
LUV,25.45,Call,26.00,05/15/20,8,0.85,0.9,0.95,0.89,3336,1040,3.21,75.14%,05/07/20
COF,60.82,Call,53.00,05/08/20,1,7.55,7.75,7.95,8.22,770,241,3.2,224.81%,05/07/20
TSLA,780.04,Call,775.00,05/15/20,8,34.45,35.23,36.00,35.20,2783,871,3.2,70.82%,05/07/20
BKNG,1443.91,Put,1300.00,05/08/20,1,3.20,4.6,6.00,3.60,508,159,3.19,141.75%,05/07/20
GPRO,3.37,Put,2.50,05/22/20,15,0.13,0.15,0.17,0.13,725,227,3.19,185.00%,05/07/20
AMZN,2364.55,Put,2305.00,05/08/20,1,1.05,1.5,1.95,1.30,862,270,3.19,33.36%,05/07/20
TWLO,170.89,Call,150.00,05/08/20,1,20.25,21.1,21.95,21.06,820,258,3.18,138.29%,05/07/20
RCL,38.03,Call,42.00,05/15/20,8,1.04,1.37,1.70,1.40,1455,458,3.18,125.92%,05/07/20
ROKU,137.5,Call,180.00,05/15/20,8,1.30,1.33,1.35,1.35,2393,752,3.18,136.54%,05/07/20
ZM,157.8,Call,200.00,06/05/20,29,3.40,3.7,4.00,3.50,751,237,3.17,83.91%,05/07/20
AAPL,303.74,Call,230.00,05/15/20,8,73.10,73.73,74.35,73.75,5524,1743,3.17,4.89%,05/07/20
NFLX,436.53,Call,435.00,05/08/20,1,4.60,4.82,5.05,4.90,6791,2145,3.17,44.85%,05/07/20
DIS,105.57,Put,103.00,05/08/20,1,0.25,0.27,0.28,0.29,8055,2540,3.17,52.59%,05/07/20
RTX,57.01,Call,59.00,05/15/20,8,0.57,0.67,0.77,0.75,509,161,3.16,44.96%,05/07/20
NVDA,304.87,Call,310.00,05/08/20,1,1.05,1.1,1.15,1.10,8404,2661,3.16,46.54%,05/07/20
WORK,29.95,Call,31.50,05/08/20,1,0.15,0.2,0.25,0.20,555,176,3.15,113.26%,05/07/20
EAT,20.26,Call,22.50,05/15/20,8,0.50,0.55,0.60,0.55,1072,340,3.15,110.37%,05/07/20
ROKU,137.5,Put,115.00,05/08/20,1,0.55,0.63,0.71,0.60,4398,1395,3.15,245.13%,05/07/20
AAPL,303.74,Call,260.00,05/15/20,8,43.25,43.8,44.35,43.30,7473,2371,3.15,34.11%,05/07/20
QSR,50.37,Call,55.00,07/17/20,71,1.85,2,2.15,2.05,643,205,3.14,42.10%,05/07/20
RHI,45.16,Put,40.00,06/19/20,43,0.95,1.05,1.15,1.04,1500,478,3.14,50.64%,05/07/20
UBER,30.93,Put,29.00,05/15/20,8,1.25,1.31,1.36,1.30,1808,575,3.14,120.59%,05/07/20
ZM,157.8,Call,170.00,05/08/20,1,0.25,0.28,0.30,0.27,5108,1631,3.13,97.58%,05/07/20
COP,42.42,Call,44.00,05/15/20,8,0.69,0.72,0.74,0.75,564,181,3.12,54.73%,05/07/20
ROKU,137.5,Put,118.00,05/08/20,1,0.60,0.85,1.09,1.09,1382,443,3.12,256.98%,05/07/20
UAL,22.75,Put,18.00,07/17/20,71,2.23,2.3,2.36,2.32,1640,526,3.12,122.07%,05/07/20
INO,10.7,Call,10.00,05/08/20,1,0.65,0.73,0.80,0.74,3448,1106,3.12,114.09%,05/07/20
PTON,44.12,Call,46.00,05/15/20,8,1.76,1.83,1.90,1.80,3823,1224,3.12,98.89%,05/07/20
BAC,22.84,Put,23.00,05/08/20,1,0.33,0.35,0.36,0.37,18858,6042,3.12,59.20%,05/07/20
V,182.72,Call,187.50,05/08/20,1,0.18,0.22,0.25,0.20,1829,590,3.1,39.80%,05/07/20
AAPL,303.74,Call,270.00,05/08/20,1,33.35,33.73,34.10,33.32,2669,862,3.1,0.00%,05/07/20
VUZI,2.21,Call,2.50,06/19/20,43,0.30,0.35,0.40,0.40,1169,378,3.09,167.22%,05/07/20
ROKU,137.5,Call,140.00,05/08/20,1,6.70,6.93,7.15,6.90,7901,2556,3.09,279.36%,05/07/20
ROKU,137.5,Call,185.00,05/08/20,1,0.48,0.5,0.51,0.47,978,318,3.08,328.52%,05/07/20
REGI,24.19,Call,25.00,07/17/20,71,2.10,2.25,2.40,2.25,500,163,3.07,60.49%,05/07/20
JPM,91.21,Put,80.00,03/19/21,316,9.00,9.43,9.85,9.30,1700,553,3.07,46.51%,05/07/20
NET,29.52,Call,30.00,06/19/20,43,3.30,3.35,3.40,3.40,3022,985,3.07,89.07%,05/07/20
ZM,157.8,Call,162.50,05/15/20,8,5.30,5.8,6.30,5.64,729,238,3.06,81.95%,05/07/20
DBX,21.89,Put,18.00,05/15/20,8,0.20,0.23,0.25,0.25,1267,414,3.06,121.57%,05/07/20
SPCE,19.84,Call,20.00,05/08/20,1,0.37,0.39,0.40,0.38,15252,4981,3.06,109.45%,05/07/20
BKNG,1443.91,Call,1500.00,05/08/20,1,13.50,18,22.50,19.00,973,319,3.05,133.70%,05/07/20
PYPL,146.29,Call,140.00,05/22/20,15,8.20,8.45,8.70,8.00,1569,515,3.05,34.97%,05/07/20
TSLA,780.04,Call,855.00,05/08/20,1,0.42,0.44,0.47,0.43,1811,593,3.05,92.02%,05/07/20
FEYE,11.95,Call,12.00,05/08/20,1,0.21,0.24,0.27,0.25,1883,617,3.05,109.62%,05/07/20
AAPL,303.74,Call,135.00,07/17/20,71,168.10,168.7,169.30,167.75,14400,4715,3.05,0.00%,05/07/20
OKTA,170.29,Call,230.00,06/19/20,43,0.80,0.95,1.10,0.91,572,188,3.04,55.16%,05/07/20
FEYE,11.95,Call,10.00,06/19/20,43,2.16,2.28,2.40,2.40,856,282,3.04,77.84%,05/07/20
SWKS,106.19,Put,106.00,05/08/20,1,1.05,1.18,1.30,1.05,540,178,3.03,51.65%,05/07/20
GS,182.32,Call,197.50,05/22/20,15,0.96,1.02,1.07,1.07,1141,377,3.03,37.14%,05/07/20
TSLA,780.04,Call,780.00,05/15/20,8,31.95,32.55,33.15,32.40,4053,1339,3.03,70.08%,05/07/20
CHGG,59.39,Call,60.00,05/15/20,8,2.00,2.05,2.10,2.05,6510,2145,3.03,66.25%,05/07/20
ZM,157.8,Put,157.50,05/15/20,8,7.30,7.75,8.20,7.50,662,219,3.02,82.45%,05/07/20
MSFT,183.6,Put,182.50,05/08/20,1,0.62,0.63,0.64,0.67,11711,3873,3.02,29.79%,05/07/20
BMY,61.04,Call,62.50,01/21/22,624,5.65,7.23,8.80,7.80,611,203,3.01,24.71%,05/07/20
AAPL,303.74,Call,150.00,05/15/20,8,153.10,153.73,154.35,153.10,720,239,3.01,0.00%,05/07/20
CSOD,36.23,Call,37.50,05/15/20,8,2.25,2.3,2.35,2.27,1727,577,2.99,131.39%,05/07/20
BP,24.06,Call,21.00,05/15/20,8,2.68,2.92,3.15,3.10,4772,1596,2.99,54.49%,05/07/20
ROKU,137.5,Call,139.00,05/15/20,8,8.85,9.05,9.25,8.96,510,171,2.98,118.63%,05/07/20
M,5.08,Call,6.00,11/20/20,197,1.04,1.18,1.32,1.19,1514,508,2.98,100.79%,05/07/20
CHKP,107.21,Call,115.00,06/19/20,43,1.30,1.48,1.65,1.46,528,178,2.97,27.77%,05/07/20
OKTA,170.29,Call,180.00,05/15/20,8,1.35,1.45,1.55,1.46,1507,508,2.97,46.70%,05/07/20
AAPL,303.74,Call,245.00,05/15/20,8,58.10,58.68,59.25,57.65,4037,1361,2.97,0.00%,05/07/20
AAPL,303.74,Call,282.50,05/08/20,1,20.60,21.08,21.55,21.00,4786,1610,2.97,0.00%,05/07/20
DBX,21.89,Call,21.00,05/08/20,1,1.75,1.78,1.80,1.80,980,331,2.96,292.11%,05/07/20
AAPL,303.74,Call,170.00,06/19/20,43,133.10,133.45,133.80,133.35,10788,3644,2.96,0.00%,05/07/20
TSLA,780.04,Put,750.00,05/08/20,1,1.95,2.08,2.20,2.06,13103,4434,2.96,70.35%,05/07/20
DOW,32.85,Call,33.50,05/08/20,1,0.05,0.4,0.75,0.12,650,221,2.94,51.06%,05/07/20
SQ,74.62,Call,75.00,05/22/20,15,3.10,3.18,3.25,3.20,959,326,2.94,55.70%,05/07/20
NKE,88.56,Call,95.00,07/17/20,71,2.60,2.7,2.80,2.70,3116,1063,2.93,32.44%,05/07/20
BYND,122.66,Call,130.00,05/08/20,1,1.01,1.11,1.20,1.08,18959,6463,2.93,137.57%,05/07/20
SPCE,19.84,Put,18.50,05/08/20,1,0.05,0.1,0.14,0.11,839,287,2.92,132.99%,05/07/20
AAPL,303.74,Call,190.00,06/19/20,43,113.10,113.6,114.10,112.75,5457,1870,2.92,0.00%,05/07/20
WYNN,79.6,Call,85.00,05/08/20,1,0.10,0.13,0.16,0.15,5704,1951,2.92,90.85%,05/07/20
AMD,51.95,Call,52.00,05/08/20,1,0.52,0.53,0.54,0.53,17183,5886,2.92,51.02%,05/07/20
TWTR,28.77,Put,29.00,05/08/20,1,0.38,0.47,0.56,0.49,2329,800,2.91,60.37%,05/07/20
PAGS,27.99,Put,22.50,06/19/20,43,0.70,0.77,0.85,0.85,749,258,2.9,81.13%,05/07/20
LOGI,49.86,Call,60.00,06/19/20,43,0.85,0.88,0.90,0.88,1014,350,2.9,54.50%,05/07/20
AAPL,303.74,Call,140.00,06/19/20,43,163.10,163.7,164.30,163.85,1310,451,2.9,0.00%,05/07/20
XRX,17.33,Call,25.00,07/17/20,71,0.11,0.15,0.18,0.11,584,202,2.89,51.63%,05/07/20
LYFT,31.78,Put,32.50,06/19/20,43,3.45,3.58,3.70,3.60,606,210,2.89,74.20%,05/07/20
NVDA,304.87,Call,312.50,05/08/20,1,0.60,0.63,0.65,0.62,1814,628,2.89,46.78%,05/07/20
K,62.69,Call,95.00,01/21/22,624,0.25,0.53,0.80,0.70,752,261,2.88,20.93%,05/07/20
RVLV,10.37,Call,15.00,09/18/20,134,0.55,0.6,0.65,0.55,865,300,2.88,69.34%,05/07/20
SQ,74.62,Put,66.00,05/15/20,8,0.34,0.37,0.39,0.35,1554,540,2.88,66.53%,05/07/20
GM,22.44,Call,35.00,01/21/22,624,1.55,1.65,1.75,1.61,10100,3506,2.88,39.24%,05/07/20
OSTK,15.93,Call,17.00,05/08/20,1,0.05,0.15,0.25,0.25,573,200,2.87,189.02%,05/07/20
NOW,381.83,Call,395.00,05/08/20,1,0.75,1.03,1.30,0.91,767,267,2.87,60.81%,05/07/20
FEYE,11.95,Call,11.00,05/15/20,8,1.08,1.11,1.13,1.10,44772,15627,2.87,70.95%,05/07/20
LULU,225.99,Call,230.00,05/08/20,1,0.83,1.01,1.18,0.79,1608,563,2.86,47.19%,05/07/20
AAPL,303.74,Call,277.50,05/15/20,8,25.70,26.25,26.80,26.08,1620,566,2.86,24.33%,05/07/20
AAPL,303.74,Call,160.00,06/19/20,43,143.10,143.7,144.30,143.15,6026,2108,2.86,0.00%,05/07/20
A,78.5,Call,82.50,06/19/20,43,1.87,1.99,2.11,2.10,550,194,2.84,33.80%,05/07/20
AAPL,303.74,Call,200.00,05/15/20,8,103.15,103.75,104.35,103.10,770,271,2.84,0.00%,05/07/20
UAL,22.75,Put,22.00,05/08/20,1,0.19,0.25,0.30,0.27,4568,1606,2.84,121.65%,05/07/20
SHOP,722.76,Call,780.00,05/08/20,1,0.50,0.68,0.85,0.70,1193,421,2.83,87.83%,05/07/20
TSLA,780.04,Call,845.00,05/08/20,1,0.50,0.54,0.58,0.56,895,317,2.82,86.18%,05/07/20
AAPL,303.74,Call,225.00,05/15/20,8,78.15,78.78,79.40,78.30,3024,1071,2.82,0.00%,05/07/20
AAPL,303.74,Call,235.00,05/15/20,8,68.15,68.75,69.35,67.75,4445,1576,2.82,0.00%,05/07/20
AAPL,303.74,Call,255.00,05/15/20,8,48.10,48.73,49.35,48.22,5938,2104,2.82,24.73%,05/07/20
LYFT,31.78,Put,27.50,06/19/20,43,1.62,1.65,1.68,1.61,1012,360,2.81,82.65%,05/07/20
WW,24.45,Call,30.00,06/19/20,43,0.75,0.8,0.85,0.75,1391,495,2.81,71.22%,05/07/20
CRM,169.9,Call,175.00,05/08/20,1,0.18,0.21,0.23,0.20,2836,1008,2.81,44.78%,05/07/20
AAPL,303.74,Call,195.00,06/19/20,43,108.10,108.68,109.25,108.06,5308,1890,2.81,20.51%,05/07/20
TRIP,18.72,Put,18.00,05/08/20,1,0.55,0.6,0.65,0.62,588,210,2.8,244.48%,05/07/20
TCO,43.95,Put,30.00,09/18/20,134,1.00,2.15,3.30,3.30,750,268,2.8,98.66%,05/07/20
FEYE,11.95,Call,12.50,05/15/20,8,0.35,0.38,0.41,0.41,1876,669,2.8,89.68%,05/07/20
PAYX,68.07,Put,65.00,01/15/21,253,7.60,7.8,8.00,7.80,500,180,2.78,43.50%,05/07/20
ARI,7.98,Call,10.00,05/15/20,8,0.05,0.13,0.20,0.10,780,281,2.78,129.23%,05/07/20
AAPL,303.74,Call,185.00,06/19/20,43,118.10,118.7,119.30,117.90,4795,1726,2.78,0.00%,05/07/20
MCHP,85.5,Put,80.00,05/08/20,1,0.25,0.3,0.35,0.30,766,277,2.77,110.85%,05/07/20
W,176.89,Put,100.00,08/21/20,106,6.50,7.15,7.80,7.60,1067,385,2.77,114.78%,05/07/20
ON,15.98,Call,16.00,05/15/20,8,0.75,0.8,0.85,0.80,1288,465,2.77,85.59%,05/07/20
AMZN,2364.55,Put,2340.00,05/08/20,1,3.90,5.2,6.50,5.10,1581,571,2.77,28.77%,05/07/20
BYND,122.66,Call,120.00,05/08/20,1,4.25,4.85,5.45,4.60,12338,4462,2.77,121.86%,05/07/20
GS,182.32,Put,182.50,05/08/20,1,1.89,2.09,2.30,2.20,688,249,2.76,55.45%,05/07/20
W,176.89,Call,190.00,05/15/20,8,5.40,5.7,6.00,5.70,3212,1163,2.76,101.86%,05/07/20
BYND,122.66,Call,135.00,05/15/20,8,2.51,2.67,2.83,2.70,4338,1572,2.76,95.45%,05/07/20
ROKU,137.5,Call,150.00,05/15/20,8,5.10,5.15,5.20,5.17,7373,2678,2.75,120.54%,05/07/20
LOW,111.92,Call,110.00,10/16/20,162,12.95,13.33,13.70,13.30,653,238,2.74,40.86%,05/07/20
MDLZ,50.16,Put,48.50,05/15/20,8,0.00,0.18,0.35,0.28,962,351,2.74,29.99%,05/07/20
PTON,44.12,Put,39.00,05/15/20,8,0.60,0.63,0.66,0.64,1302,475,2.74,96.93%,05/07/20
UBER,30.93,Put,30.50,05/08/20,1,1.44,1.85,2.25,1.85,2286,835,2.74,321.32%,05/07/20
PTON,44.12,Put,20.00,10/16/20,162,0.70,0.76,0.82,0.77,3056,1116,2.74,91.08%,05/07/20
ROKU,137.5,Call,135.00,05/08/20,1,8.80,9.15,9.50,9.32,5572,2033,2.74,281.64%,05/07/20
HEAR,11.49,Call,12.50,07/17/20,71,1.75,2,2.25,1.90,514,188,2.73,113.04%,05/07/20
BHC,15.87,Put,20.00,01/21/22,624,7.05,7.23,7.40,7.09,2168,795,2.73,55.89%,05/07/20
BA,128.65,Put,125.00,05/08/20,1,0.78,0.82,0.85,0.78,7497,2751,2.73,80.29%,05/07/20
UBER,30.93,Put,31.50,05/08/20,1,1.50,2.75,4.00,1.99,531,195,2.72,259.54%,05/07/20
NFLX,436.53,Put,430.00,05/08/20,1,1.73,1.79,1.84,1.82,4427,1630,2.72,47.84%,05/07/20
AMD,51.95,Put,52.00,05/08/20,1,0.58,0.6,0.61,0.61,15738,5779,2.72,53.96%,05/07/20
BA,128.65,Call,129.00,05/15/20,8,5.60,5.9,6.20,5.55,725,268,2.71,75.03%,05/07/20
AAPL,303.74,Call,302.50,05/08/20,1,2.06,2.16,2.25,2.20,19080,7041,2.71,23.57%,05/07/20
AMZN,2364.55,Put,2325.00,05/08/20,1,0.91,1.98,3.05,9.40,813,301,2.7,49.50%,05/07/20
AMZN,2364.55,Call,2380.00,05/08/20,1,4.25,5.88,7.50,7.00,1512,560,2.7,26.84%,05/07/20
DBX,21.89,Put,19.50,05/08/20,1,0.25,0.35,0.45,0.37,656,244,2.69,279.86%,05/07/20
PYPL,146.29,Call,155.00,05/29/20,22,1.83,2.07,2.30,2.08,695,258,2.69,35.99%,05/07/20
DBX,21.89,Put,18.50,05/08/20,1,0.10,0.18,0.25,0.20,1050,391,2.69,287.50%,05/07/20
GOLD,27.26,Call,25.50,05/15/20,8,1.91,1.98,2.06,2.23,515,192,2.68,72.85%,05/07/20
BYND,122.66,Call,125.00,05/15/20,8,5.20,5.45,5.70,5.55,8306,3099,2.68,90.85%,05/07/20
VTIQ,14.85,Call,17.50,05/15/20,8,0.25,0.28,0.30,0.35,650,243,2.67,131.63%,05/07/20
VZ,55.58,Call,56.00,05/15/20,8,0.52,0.55,0.59,0.55,948,355,2.67,22.29%,05/07/20
ROKU,137.5,Call,145.00,05/08/20,1,4.95,4.98,5.00,5.00,4257,1593,2.67,278.63%,05/07/20
UAL,22.75,Put,23.00,05/08/20,1,0.64,0.67,0.70,0.70,5410,2023,2.67,118.67%,05/07/20
ZM,157.8,Put,140.00,05/22/20,15,3.30,3.6,3.90,3.90,570,214,2.66,87.49%,05/07/20
KSS,17.9,Call,22.50,07/17/20,71,1.10,1.2,1.30,1.29,744,280,2.66,86.42%,05/07/20
TSLA,780.04,Call,795.00,05/15/20,8,25.30,26,26.70,26.05,770,289,2.66,70.76%,05/07/20
SPOT,148.04,Call,155.00,05/08/20,1,0.10,0.15,0.20,0.15,811,305,2.66,59.81%,05/07/20
RCL,38.03,Call,55.00,09/18/20,134,3.85,3.97,4.10,3.90,1721,646,2.66,92.62%,05/07/20
AAPL,303.74,Call,165.00,06/19/20,43,138.10,138.7,139.30,137.90,4750,1783,2.66,0.00%,05/07/20
BKNG,1443.91,Call,1600.00,05/08/20,1,2.80,3.15,3.50,3.50,584,220,2.65,134.95%,05/07/20
GOOGL,1369.28,Call,1360.00,05/08/20,1,12.80,13.9,15.00,13.41,794,300,2.65,27.66%,05/07/20
ROKU,137.5,Put,114.00,05/08/20,1,0.46,0.58,0.70,0.60,969,366,2.65,254.41%,05/07/20
MRNA,53.19,Call,53.00,05/08/20,1,1.25,1.35,1.45,1.40,1032,390,2.65,117.44%,05/07/20
AMZN,2364.55,Put,2310.00,05/08/20,1,1.20,1.48,1.77,1.20,1245,470,2.65,30.59%,05/07/20
MTSI,30.4,Call,40.00,08/21/20,106,0.80,0.88,0.95,0.95,536,203,2.64,53.87%,05/07/20
CAT,107.29,Call,108.00,05/08/20,1,0.35,0.53,0.72,0.72,625,237,2.64,46.05%,05/07/20
PTON,44.12,Call,43.00,05/15/20,8,2.96,3.05,3.15,3.10,2060,779,2.64,97.00%,05/07/20
WORK,29.95,Call,29.00,05/08/20,1,1.15,1.2,1.25,1.22,5999,2273,2.64,103.07%,05/07/20
BABA,196.49,Call,197.50,05/08/20,1,0.89,0.95,1.00,0.95,6815,2581,2.64,33.90%,05/07/20
BKNG,1443.91,Call,1550.00,05/08/20,1,6.50,7.65,8.80,7.50,549,209,2.63,128.17%,05/07/20
Z,48.56,Call,50.00,06/19/20,43,4.40,4.85,5.30,4.90,658,250,2.63,82.67%,05/07/20
BA,128.65,Call,130.00,05/15/20,8,5.15,5.28,5.40,5.15,5659,2154,2.63,75.76%,05/07/20
SAVE,10.51,Call,10.00,09/18/20,134,3.20,3.4,3.60,3.30,581,222,2.62,124.76%,05/07/20
WLL,1.06,Put,1.00,09/18/20,134,0.55,0.63,0.70,0.66,1522,580,2.62,323.91%,05/07/20
PFE,36.96,Call,38.50,05/15/20,8,0.15,0.16,0.17,0.15,6518,2492,2.62,29.01%,05/07/20
DIS,105.57,Put,102.00,05/08/20,1,0.08,0.14,0.20,0.19,6873,2626,2.62,56.94%,05/07/20
TSLA,780.04,Put,790.00,05/15/20,8,37.40,38,38.60,37.90,921,353,2.61,70.80%,05/07/20
JWN,17.29,Put,18.00,05/08/20,1,0.82,0.85,0.88,0.80,2287,876,2.61,89.94%,05/07/20
SHOP,722.76,Call,750.00,05/08/20,1,2.25,2.38,2.50,2.70,3980,1523,2.61,75.12%,05/07/20
TRI,68.33,Call,80.00,10/16/20,162,0.95,1,1.05,0.95,829,319,2.6,22.95%,05/07/20
GS,182.32,Put,177.50,05/08/20,1,0.38,0.54,0.70,0.62,955,368,2.6,60.13%,05/07/20
BFYT,21.61,Call,30.00,06/19/20,43,0.65,0.73,0.80,0.75,1055,406,2.6,98.14%,05/07/20
HTZ,3.05,Put,2.00,01/15/21,253,1.25,1.33,1.40,1.31,634,245,2.59,261.54%,05/07/20
STMP,194.88,Call,270.00,05/15/20,8,5.60,5.65,5.70,5.70,719,278,2.59,214.13%,05/07/20
NKE,88.56,Put,89.00,05/15/20,8,1.97,2.07,2.17,1.97,1011,391,2.59,33.48%,05/07/20
UAL,22.75,Call,23.00,05/15/20,8,1.37,1.42,1.47,1.47,1931,745,2.59,117.76%,05/07/20
HAS,68.38,Put,65.00,06/05/20,29,2.40,2.5,2.60,2.47,718,278,2.58,52.85%,05/07/20
GILD,77.61,Call,77.00,05/08/20,1,0.81,1,1.18,1.06,946,366,2.58,44.11%,05/07/20
SPLK,150.63,Put,125.00,06/19/20,43,3.00,3.3,3.60,3.60,930,362,2.57,66.56%,05/07/20
ZM,157.8,Call,157.50,05/08/20,1,2.50,2.73,2.95,2.80,2229,869,2.57,80.33%,05/07/20
NFLX,436.53,Call,445.00,05/08/20,1,1.24,1.32,1.40,1.35,5080,1978,2.57,46.99%,05/07/20
NET,29.52,Call,26.00,05/15/20,8,4.20,4.45,4.70,4.50,1339,524,2.56,142.13%,05/07/20
LOGI,49.86,Call,55.00,06/19/20,43,1.45,1.5,1.55,1.50,1802,705,2.56,48.26%,05/07/20
AAPL,303.74,Call,277.50,05/08/20,1,25.80,26.3,26.80,26.19,1861,726,2.56,0.00%,05/07/20
CCL,13.53,Call,17.50,07/17/20,71,0.95,1.03,1.10,1.00,8086,3159,2.56,92.28%,05/07/20
AAPL,303.74,Call,267.50,05/08/20,1,35.60,36.05,36.50,35.97,619,243,2.55,0.00%,05/07/20
CMG,897.51,Call,900.00,05/08/20,1,6.60,7.3,8.00,7.30,1096,429,2.55,45.14%,05/07/20
CSOD,36.23,Call,40.00,06/19/20,43,2.45,2.5,2.55,2.51,3189,1249,2.55,78.93%,05/07/20
UBER,30.93,Put,27.50,05/08/20,1,0.49,0.5,0.50,0.53,3221,1262,2.55,284.31%,05/07/20
ROKU,137.5,Call,160.00,05/15/20,8,3.00,3.13,3.25,3.15,7230,2837,2.55,124.34%,05/07/20
FEYE,11.95,Call,11.50,05/15/20,8,0.76,0.79,0.82,0.78,10249,4020,2.55,75.49%,05/07/20
AAPL,303.74,Call,215.00,05/15/20,8,88.10,88.73,89.35,87.95,611,241,2.54,0.00%,05/07/20
